6,9,16,black
31,30,49,black
30,26,51,black
66,49,81,black
40,28,29,black
22,34,23,black
24,35,22,black
9,37,58,black
14,23,48,black
24,38,64,black
50,49,39,black
5,5,13,black
39,40,33,black
6,19,34,black
38,22,55,black
2,13,32,black
43,1,66,black
27,10,35,black
25,25,54,black
28,30,57,black
0,0,0,black
1,1,1,black
2,2,2,black
3,3,3,black
4,4,4,black
5,5,5,black
6,6,6,black
7,7,7,black
8,8,8,black
9,9,9,black
48,8,190,blue
5,19,229,blue
55,53,138,blue
56,128,184,blue
60,29,223,blue
19,13,75,blue
83,215,214,blue
69,14,240,blue
72,18,219,blue
199,224,241,blue
141,173,250,blue
17,91,221,blue
62,59,252,blue
114,160,218,blue
80,144,186,blue
101,0,248,blue
34,103,152,blue
39,74,239,blue
46,137,135,blue
1,6,229,blue
83,158,215,blue
114,208,211,blue
16,76,160,blue
12,5,42,blue
61,127,159,blue
4,249,212,blue
37,53,135,blue
70,78,142,blue
120,123,233,blue
26,204,231,blue
226,22,8,red
169,10,58,red
225,41,84,red
193,61,67,red
172,30,89,red
203,25,69,red
216,37,1,red
202,50,35,red
220,16,51,red
169,24,80,red
169,9,40,red
253,165,164,red
154,12,21,red
248,51,68,red
228,64,55,red
226,143,149,red
252,159,168,red
185,52,44,red
179,46,13,red
205,65,12,red
229,44,4,red
185,73,68,red
239,46,113,red
189,77,99,red
168,14,65,red
180,7,8,red
186,16,14,red
240,37,12,red
224,27,67,red
241,51,99,red
35,176,27,green
1,247,169,green
67,90,56,green
96,198,3,green
152,237,10,green
55,192,161,green
117,181,80,green
29,74,18,green
115,233,181,green
101,190,184,green
135,190,83,green
72,228,88,green
59,183,152,green
35,142,53,green
123,239,227,green
145,215,190,green
31,60,63,green
179,244,226,green
219,220,186,green
34,197,28,green
168,190,32,green
32,97,29,green
174,221,94,green
40,177,88,green
8,175,154,green
169,213,160,green
119,144,38,green
188,229,226,green
76,187,67,green
174,233,91,green
185,202,227,grey
57,58,53,grey
87,92,73,grey
203,192,200,grey
217,200,193,grey
171,168,159,grey
54,66,71,grey
182,195,185,grey
191,170,128,grey
192,191,190,grey
145,123,135,grey
75,81,82,grey
214,209,202,grey
126,130,102,grey
174,175,177,grey
211,211,217,grey
93,138,131,grey
67,82,66,grey
156,148,122,grey
204,193,194,grey
206,214,216,grey
157,152,155,grey
98,119,89,grey
111,135,121,grey
117,93,96,grey
167,125,144,grey
165,212,199,grey
170,145,169,grey
37,56,46,grey
216,195,182,grey
168,88,204,violet
137,93,150,violet
131,95,201,violet
122,30,207,violet
167,24,220,violet
90,20,154,violet
172,19,211,violet
213,167,231,violet
98,61,192,violet
138,99,170,violet
135,16,205,violet
158,77,120,violet
134,46,175,violet
156,57,148,violet
94,82,115,violet
168,131,253,violet
103,4,68,violet
129,27,196,violet
78,31,131,violet
106,75,148,violet
71,26,84,violet
110,24,158,violet
208,178,216,violet
183,89,250,violet
167,138,168,violet
126,9,149,violet
172,65,159,violet
128,24,125,violet
159,105,170,violet
137,17,229,violet
239,221,110,yellow
234,253,64,yellow
208,211,132,yellow
245,217,78,yellow
224,199,1,yellow
207,161,35,yellow
184,195,48,yellow
235,222,57,yellow
235,247,22,yellow
149,109,5,yellow
201,173,49,yellow
249,233,10,yellow
206,178,16,yellow
252,225,172,yellow
239,195,73,yellow
211,239,47,yellow
196,230,7,yellow
202,216,4,yellow
233,194,130,yellow
215,173,31,yellow
208,206,14,yellow
220,245,111,yellow
196,151,67,yellow
221,235,185,yellow
218,227,151,yellow
213,237,85,yellow
180,166,6,yellow
227,240,195,yellow
222,238,133,yellow
208,234,81,yellow
248,226,197,orange
238,187,161,orange
233,126,104,orange
251,195,148,orange
219,181,60,orange
241,186,75,orange
248,88,89,orange
204,86,66,orange
203,115,70,orange
179,123,19,orange
185,101,48,orange
209,144,76,orange
226,87,50,orange
213,152,13,orange
252,154,131,orange
233,100,1,orange
211,136,77,orange
248,146,52,orange
200,118,18,orange
219,92,1,orange
241,120,49,orange
222,80,10,orange
228,153,102,orange
238,32,10,orange
246,164,29,orange
239,157,148,orange
200,58,55,orange
207,104,86,orange
188,109,91,orange
248,202,162,orange
163,140,98,brown
170,67,41,brown
201,171,114,brown
166,141,115,brown
121,80,79,brown
182,58,25,brown
165,14,9,brown
212,192,167,brown
31,30,2,brown
165,124,92,brown
177,151,103,brown
180,93,87,brown
185,72,59,brown
136,53,28,brown
28,9,4,brown
98,55,36,brown
105,36,1,brown
93,0,46,brown
127,23,32,brown
176,75,30,brown
205,137,120,brown
153,82,100,brown
138,65,5,brown
131,129,93,brown
230,184,141,brown
169,143,116,brown
117,98,42,brown
105,17,44,brown
174,138,55,brown
107,92,64,brown
252,241,233,white
232,240,212,white
216,223,207,white
219,203,190,white
229,221,219,white
231,222,213,white
204,215,214,white
234,204,197,white
240,218,210,white
240,236,221,white
248,225,249,white
242,233,212,white
230,217,198,white
240,240,240,white
241,241,241,white
242,242,242,white
243,243,243,white
244,244,244,white
245,245,245,white
246,246,246,white
247,247,247,white
248,248,248,white
249,249,249,white
250,250,250,white
251,251,251,white
252,252,252,white
253,253,253,white
254,254,254,white
255,255,255,white
239,239,239,white
